PUBLICATION_ID,PUBLICATION_TITLE,CONTENT,PUBLICATION_DATE
tayler-wiles-giro-rosa,No Red Days: Tayler Wiles Races the Giro Rosa,"MAKE SURE TO CHECK OUT @WHOOP ON INSTAGRAM, TWITTER AND FACEBOOK.",9/17/19
team-invictus-boston-shares-whoop-data-from-games,Team Invictus Boston Shares WHOOP Data from Games,"Similarly, Nate McCabe is in the yellow as well, with a 58% Recovery on the heels of sleeping 7:57 (a 91% Sleep Performance). Nate has done an exceptional job balancing his Strain and Recovery to this point (see below), but that will almost certainly change after Team Back Bay competes in three more events today.
Back Bay sits in 10th place overall at the moment, but has eyes on climbing the ranks. “The next workout is the 1RM Snatch and that will be a really good one for our team,” Kesley Kiel told us.
Team Back Bay competed in two events on Day 1 of the Games, the Bike Deadlift (1600-meter bike rides followed by team deadlifts of 800 pounds) and the 30s (muscle-ups, back squats, push presses and box jump-overs). Below is a graph of Nate McCabe‘s heart rate over the course of both events:
Nate logged a 10.6 Strain in 21 minutes during the Bike Deadlift, with an average heart rate of 154 beats per minute. He then posted a 9.8 Strain over 50 minutes of the 30s, with an average heart rate of 123 bpm. His hr peaked at 178 bpm right before finishing the second event. In total, Nate’s Day Strain was 17.2.
Yesterday’s Strain clearly took its toll on Nate and the rest of the squad. Despite sleeping 8:21 last night, he woke up this morning with only a 39% Recovery.
Similarly, Breezy Hamilton (16.0 Day Strain yesterday) slept 7:09 and was just 23% recovered. Overall, the team’s average Recovery today was 31%.
Luckily, Back Bay and others in the team competition have a day off to rest today before getting back at it tomorrow afternoon.
Below are the week-long data averages for each member of Team Back Bay heading into the Games:
The travel from Boston to Madison may well have impacted their Sleep, but the collective 61% Recovery for the past week is quite respectable.
This morning, Nate led the team with a 93% Recovery after getting 8:03 of Sleep last night. Kelsey also managed an 80% Recovery despite sleeping just 5:32.
Photo credit: Richard Veytsman",8/1/18
team-invictus-boston-shares-whoop-data-from-games,Team Invictus Boston Shares WHOOP Data from Games,"This week, a collection of the world’s fittest athletes descend upon Madison, WI for the 2018 Games. WHOOP is there, and we’ll be sharing the data from some of our Members competing.
Kelsey Kiel, Tola Morakinyo, Nathan McCabe and Briana Hamilton represent Team Invictus Back Bay, which trains right down the street from WHOOP headquarters in Boston, MA. We’ll be checking in with regular updates of their Recovery, Strain, Sleep, HRV and more as they take on other squads from around the globe.
Back Bay finished the Games in 9th place overall in the team competition. Here’s a look at their data on the final day (Tola took his Strap off during the events):
A week-long view of Breezy Hamilton‘s Strain and Recovery highlights the intensity of the Games and the effect they have on the athletes taking part. Her Recovery never rose above 40% once she began competing:
The graph of her HRV over the past week tells the same story:
Just as Kelsey Kiel expected, Team Back Bay put up an outstanding showing in the 1RM Snatch yesterday, taking first place overall in the event. Check out her resting heart rate data over the past two weeks heading into the Games:
Here's @kelskiel's resting heart rate trend leading up to the Games. She's primed to perform! . Click the link in bio for more data from @invictusboston as they compete. ? @richardveytsman
A post shared by WHOOP (@whoop) on Aug 4, 2018 at 2:13pm PDT
Nate McCabe led the squad in Recovery this morning, checking in at 81%. Here’s a look at his heart rate and Strain over the course of the day:
A day of rest Thursday was not enough to get the team’s Recoveries back in the green. Breezy Hamilton, even with a 85% Sleep Performance last night (7:38 of the 9:01 she needed), is still just 40% recovered today:",8/1/18
team-thrive-spotlight-highest-holiday-strain-best-worst-recovery,"Team Thrive Spotlight: Highest Holiday Strain, Best & Worst Recovery","Recovery
Joe Leyba works in internet marketing in Minneapolis, MN. “We have a 10-month-old at home and all my normal routines have been thrown out the window,” he said. “I’ve had more colds this year than I even thought possible. I’ve been trying to keep a close eye on my Recovery because of it.”
After a 100% Sleep Performance of 8:31 on Wednesday night, Joe woke up Thanksgiving morning with a 98% Recovery, the highest on Team Thrive. However, his reign at the top was short lived. Despite meeting 100% of his Sleep Need for a second straight night (this time 7:49), Joe was only 25% Recovered on Friday, near the bottom of the team. What happened?
“On Thanksgiving, a bartender friend of mine came over and made some exotic drinks for us,” Joe confessed. “They were something he invented with an infused vodka he’d been working on for the last few months. I can say with complete certainty that having more to drink than I normally do killed my Recovery. For a guy who usually sticks to just one, having three or four drinks definitely hit me hard.”
As you can see in the week-long chart above, it actually took four days for Joe’s Recovery to get back to green. “At this point, there’s no question how alcohol affects my Recovery,” He added. “WHOOP data is the perfect extra incentive to keep things in moderation.”
### If you’re on WHOOP and would like to be part of Team Thrive, click here for an invitation. We want to hear from current team members too! Email TheLocker@whoop.com with your Thrive stories (good and bad!) and make sure to check out @whoop on Instagram, Twitter and Facebook for updates.",12/4/17
team-thrive-spotlight-highest-holiday-strain-best-worst-recovery,"Team Thrive Spotlight: Highest Holiday Strain, Best & Worst Recovery","An unusual commute to Thanksgiving dinner was responsible for the highest Day Strain on Team Thrive. Plus, what can cause Recovery to drop from 98% one day to 25% the next?
Throughout the month of December, we’ll be sharing a number of stories from Team Thrive members as they aim to #ThriveTheHolidays. Today, the spotlight falls on those with the highest Strain and Recovery on Thanksgiving.",12/4/17
team-thrive-spotlight-highest-holiday-strain-best-worst-recovery,"Team Thrive Spotlight: Highest Holiday Strain, Best & Worst Recovery","Strain
As we mentioned last week, Thanksgiving Day was an above average Strain day for Team Thrive. Eliot Pitney, a 38-year-old project manager from Yarmouth, ME, topped the leaderboard with a Day Strain of 19.0. For Eliot, it wasn’t holiday stresses or even a hard workout in the gym that elevated his Strain, he simply participated in one of his favorite hobbies–riding a fat bike. It also happened to be his means of transportation to Thanksgiving dinner.
“I am an avid road cyclist and I do a lot of competitive racing [Cat 1],” Eliot told us. “But I also really enjoy fat biking as a way to avoid burnout on the road. I just wanted to get outside, have a little fun on the bike and work up an appetite. There is a nice, local trail system about a mile-and-a-half from my house that runs out to Cousins Island. My Thanksgiving dinner happened to be on an adjacent island, so I ended up riding about 20 miles out and back, having a good time running through the mud and up over the rock walls. I rode until sundown, which always yields some spectacular views along the Maine coastline. I was quite hungry for our family Thanksgiving feast–success all around!”
Eliot’s Day Strain was all the more impressive considering he was only 35% Recovered that morning with less than six hours of Sleep:
“I’d just come off being ill and using NyQuil to help get some rest,” Eliot explained. “That Wednesday was the first night without the drugs, so on Thanksgiving I was awake a lot earlier than the previous mornings. I hadn’t exercised in four days and I was itching to get in some activity. I find being outside and getting the blood flowing helps loosen everything up, it’s good for both the mind and the body!”",12/4/17
team-thrive-spotlight-spartan-pro-alyssa-hawley,Team Thrive Spotlight: Spartan Pro Alyssa Hawley,"What Happened Next?
“I went to Lake Tahoe two weeks early to train, get focussed and get used to the elevation,” Hawley said. “I set up WHOOP and started using it the day I got there. Right off the bat, I thought the Sleep tracker was the coolest thing ever. I also loved how it calculated the Strain I put on my body through my workouts, it took things to a whole new level so I could analyze my intensity on a day-to-day basis. Additionally, Recovery had always been an issue for me. Normally, I would just train through however I was feeling. But in this case, I listened to what WHOOP told me to do with the Strain I was taking on and how much Sleep I needed to be Recovered the next day.”
Alyssa’s data over those two weeks reflects a near-perfect training plan:
She trained hard leading up to the World Championships, with a string of high-Strain days (above in blue). When her Recovery (red, yellow and green) dipped into the red as her race weekend approached, she began to cut back on her workload:
“On the Tuesday before the race, I started tapering my training and my Recovery went up and up,” Hawley said. “I was perfectly primed and ready to peak that Saturday morning. I’d trained smarter and more efficiently than I ever had before and I ended up taking 3rd place in the World Championships!”
“I really do owe a big thanks to WHOOP,” Alyssa continued. “It played a huge part in my training and Recovery up until race day. It blew my mind looking at the data afterwards. Then of course my Recovery dropped significantly after the races because of the high Strain. But I kept following the recommendations from WHOOP, and I was still able to run a PR in a marathon the next weekend.”
“I’ve been using WHOOP consistently ever since the world championships,” Hawley added. “I am so excited to take it into my 2018 training and racing season as my secret weapon!”
RELATED: Team Thrive Spotlight: UFC Fighter Scott “Hot Sauce” Holtzman",12/15/17
team-thrive-spotlight-spartan-pro-alyssa-hawley,Team Thrive Spotlight: Spartan Pro Alyssa Hawley,"If you’re on WHOOP and would like to be part of Team Thrive, click here for an invitation. We want to hear from current team members too! Email TheLocker@whoop.com with your Thrive stories (good and bad!) and make sure to check out @whoop on Instagram, Twitter and Facebook for updates.",12/15/17
team-thrive-spotlight-spartan-pro-alyssa-hawley,Team Thrive Spotlight: Spartan Pro Alyssa Hawley,"Getting on WHOOP
Hawley began using WHOOP this past summer after several disappointing race results:
“I came out super strong to start the 2017 season. In April, I won the first U.S. Championship Series race in Seattle. But, then I think I started doing too much and overtraining and I didn’t even realize it. Other girls peaked and I didn’t. I ended up finishing fourth in the series, not where I wanted to be at all.”
“I knew I needed to make a change before the World Championships in Lake Tahoe at the end of September,” Alyssa continued. “I’ve never really been one to use much training technology before. I used to track heart rate with my watch, but it really didn’t do much for me except make me aware of what zone I was running in. I tried monitoring my HRV [heart rate variability] for a bit, but I got annoyed with the chest strap. My watch could also track how long and far I ran, but then I literally had to just log it in a journal. Trying something like WHOOP was new territory for me and I was skeptical.”",12/15/17
team-thrive-spotlight-spartan-pro-alyssa-hawley,Team Thrive Spotlight: Spartan Pro Alyssa Hawley,"How WHOOP Helped Win a Medal at the Spartan World Championships
Earlier this month, Team Thrive member Alyssa Hawley topped the leaderboard for Strain on two consecutive days. On Saturday December 2, Hawley posted a Strain of 20.6 (out of a possible 21). The next day, she followed it up with a 20.7:
“I ran some big races that weekend at high altitude,” she explained. “Saturday I ran a Beast Spartan [the most difficult kind] that was 16 miles long and featured 32 obstacles. It took me three hours. Then on Sunday, I ran the course again two more times. I was out there for almost seven hours. I did one lap, took about 10 minutes off to eat, change, and use the restroom, then I went right back out for another lap.”
Who took on the most Strain this weekend? Spartan pro Alyssa Hawley posted a 20.6 Saturday after running a Spartan Beast race at altitude, and then a 20.7 on Sunday when she did it all over again (21 is the max amount of Strain you can get on WHOOP). Time for a Recovery day. #thrivetheholidays
A post shared by WHOOP (@whoop) on Dec 4, 2017 at 10:58am PST
Hawley is not your average “weekend warrior” Spartan racer, she does it professionally. How did she get to that point?
“I ran my first race about two-and-a-half years ago,” Alyssa said. “I was a D1 softball player at Stony Brook University on Long Island. When that ended I needed a new athletic goal. I saw a Groupon for a Spartan Race at Citi Field where the Mets play, so I went for it. I ended up taking first overall in the open division. That’s when I thought ‘Huh, maybe I could be really good at this.’ From there, it kind of took off and I soon fell in love with it. I did more races and kept ending up on the podium, eventually I was asked to be on the pro team.”",12/15/17
team-thrive-spotlight-spartan-pro-alyssa-hawley,Team Thrive Spotlight: Spartan Pro Alyssa Hawley,"It’s not just obstacle-course racing that causes Hawley’s high Strain numbers–her other job plays a significant role as well. “Spartan isn’t full-time,” she told us. “I also work construction with my dad for his company. I’m out in the field with him, framing, doing concrete, those sort of things. I have a very physically demanding lifestyle on top of all my training.”",12/15/17
team-thrive-spotlight-ufc-fighter-scott-hot-sauce-holtzman,"Team Thrive Spotlight: UFC Fighter Scott ""Hot Sauce"" Holtzman","Vo2 Max and lactate threshold testing at the @UFCPI. Yes I crushed it. pic.twitter.com/Lg5L6wLJY6
— Scott Holtzman (@HotSauceHoltzy) October 21, 2017
With Week 3 of Team Thrive underway, don’t expect Scott to remain among the daily Strain leaders. He’s now tapering his training, cutting back his Strain and boosting his Recovery in order to peak on Saturday. “I’m not allowed to wear my WHOOP during the fight,” Scott told us, “but I’ll have it on right up until I step into the octagon.”",12/6/17
team-thrive-spotlight-ufc-fighter-scott-hot-sauce-holtzman,"Team Thrive Spotlight: UFC Fighter Scott ""Hot Sauce"" Holtzman","Last month, we announced the creation of Team Thrive as part of our effort to challenge WHOOP users to #ThriveTheHolidays this year. The team consists of athletes from all walks of life, ranging from recreational enthusiasts to world-class professionals.
Over the first two weeks of Team Thrive, it was a pro who topped the leaderboard for highest Strain–UFC fighter Scott “Hot Sauce” Holtzman, with a daily average of 18.5 (out of a possible 21).
Below is a screenshot of Scott’s WHOOP data from Sunday, December 3, along with his Strain chart for the previous 14 days (Sundays are his “rest days”):
WHOOP Strain is a metric that quantifies the total exertion placed on your cardiovascular system. It’s no surprise that a professional athlete in the midst of high-volume training for an upcoming fight is the Strain leader so far on Team Thrive.
This Saturday, December 9, Scott will take on Darrell “The Saint” Horcher at UFC Fight Night 123 in Fresno, CA:
Tale of the tape. #SquareUp • • December 9th, Fox Sports 1, Fresno, CA • • • • #hotsauce #ufc #athlete #mma #Sauce #kickboxing #muaythai #boxing #fitness #bjj #jiujitsu #valetudo #sambo #watchout #cholula #usa #tennessee #knoxville #vols #onnit #fresno #california #mmalab #fight #fitness #menshealth #fistfight #sports #reebok #cardio
A post shared by Scott “Hot Sauce” Holtzman (@hotsauceholtzy) on Nov 10, 2017 at 11:42am PST
The 34-year-old Holtzman began fighting professionally in 2012. A graduate of the University of Tennessee, Scott had a brief career in minor league hockey after college. When he grew bored of his desk job, Holtzman decided to give mixed martial arts a try. He won his first amateur MMA fight in only 20 seconds and knew in that moment it was the sport for him.",12/6/17
team-thrive-spotlight-ufc-fighter-scott-hot-sauce-holtzman,"Team Thrive Spotlight: UFC Fighter Scott ""Hot Sauce"" Holtzman","“I used to work as a recruiter for electrical engineers,” Scott explained. “My nickname came from a friend of mine there. He thought it was funny that I put hot sauce on everything I ate, so he started calling me “Hot Sauce” around the office. Eventually he came to train with me and the nickname stuck. I initially pushed back against the silly nicknames people try to give you in fighting, like “Killer” or “Axe Murderer,” that kind of thing is not really me. I’m just a competitor and an athlete. But “Hot Sauce” was a nice middle ground. Plus, it’s been good for branding too.”
Scott resides in Knoxville, TN, where he learned about WHOOP from his good friend Scott Stallings, a pro golfer on the PGA Tour (check out Stallings’ story here on The Locker). After getting on WHOOP in early October, Holtzman says the data has been invaluable to him:
“The big thing for me is accountability. Knowing my Strain each day and how it affects my Recovery is huge. I try to shift back and forth between high-intensity and low-intensity days, WHOOP helps me maximize that. You spend three months training for 15 minutes in the ring, so you want to make sure you get it right.”
Last week, Holtzman shared this screenshot in his Instagram story, proudly showing off his place at No. 1 on Team Thrive’s Day Strain rankings:
You can see he logged three activities that day, Martial Arts, Boxing and CrossFit. “On high-Strain days, three workouts is the norm,” Scott said. “I usually do conditioning of some kind, boxing and either kickboxing or wrestling.”
We asked Scott about the pressure he has to deal with when months of hard work all come down to his performance on one single night. How does he handle it?
“It definitely can be a challenge mentally,” he said. “I just try to prepare myself with positive reinforcement. I know I’ve put in the time and effort to be at my best and I have the data to back it up.”",12/6/17
team-thrive-spotlight-ufc-fighter-scott-hot-sauce-holtzman,"Team Thrive Spotlight: UFC Fighter Scott ""Hot Sauce"" Holtzman","If you’re on WHOOP and would like to be part of Team Thrive, click here for an invitation. We want to hear from current team members too! Email TheLocker@whoop.com with your Thrive stories (good and bad!) and make sure to check out @whoop on Instagram, Twitter and Facebook for updates.",12/6/17
techcrunch-whoop-raises-25-million-to-tell-everyone-from-athletes-to-execs-about-their-health,TechCrunch - WHOOP raises $25 million to tell everyone from athletes to execs about their health,"WHOOP, the company behind the Tesla of health tracking and sports performance wearables, has raised a whopping $25 million in a new round of funding.
The round was comprised of a slew of prominent investment firms and individual investors including the Durant Company, the National Football League Players Association, former NBA commissioner David Stern, Twitter chief executive Jack Dorsey, and MIT Media Lab Founder Nicholas Negroponte.",3/7/18
technology-improvements-whoop-strap-3-0-hardware,Technology Improvements in the WHOOP Strap 3.0,"Here at WHOOP, we’re very excited to have just released the WHOOP Strap 3.0 (“Gen 3”). Our entire team has been hard at work for over a year, learning from customer feedback and research and development to bring you a significantly more advanced product. I’d like to share a behind the scenes look at how we developed the technology, as well as give more details into some of the improvements we’ve made and what that means for your experience using WHOOP.
Gen 3’s electronics have been completely redesigned and upgraded from Gen 2. We learned a lot from the Gen 2’s out in the wild and from our members’ feedback about its performance. We discovered the biggest issues with the Gen 2 experience were the device’s battery life, and some band material not consistently holding the sensor securely in place.",5/30/19
technology-improvements-whoop-strap-3-0-hardware,Technology Improvements in the WHOOP Strap 3.0,"New Bands
To solve the issues some users had with band slippage (which in turn diminishes data accuracy), we sought to engineer a new type of band, custom made for WHOOP, that would fit our users comfortably and securely during all of their activities. The new ProKnit band features no-slip, quick-absorption and quick-dry properties. It’s also slightly stretchy, yet firm enough to hold the Strap securely in place. We’re very excited to have our users try the new ProKnit bands, they feel incredible on the wrist and function phenomenally!
## Bluetooth Low Energy (BLE)
Beyond allowing us to significantly increase the battery life, BLE also gives us a more developer-friendly protocol with smartphones. The WHOOP App is now able to have much more control over the Strap and users will experience a more seamless pairing process.
BLE also enables several new app features, including the Strain Target, WHOOP Live and Heart Rate Broadcast. For more on these features, check out our overview of the WHOOP Strap 3.0 and our recent podcast with CEO Will Ahmed.
## Continuous Improvements
Just like our members, we are constantly hard at work using data to improve performance! This launch is just the start for Gen 3. We will continue to develop new features, data insights, and soft goods to enhance your WHOOP experience.
Stay tuned!",5/30/19
technology-improvements-whoop-strap-3-0-hardware,Technology Improvements in the WHOOP Strap 3.0,"WHOOP Strap 3.0 Hardware
To improve the battery life, we took a look at all of the ways the Gen 2 uses power. We decided the best course of action was to move the signal processing (which takes the sensor data and converts it into a heart rate) from the mobile applications to the Strap itself. By keeping the computations local to the Strap, we were able to gain several huge advantages.
First, we no longer needed to transfer tremendous amounts of raw data to another device over Bluetooth. This enabled us to use the much more power efficient and lower bandwidth Bluetooth Low Energy (BLE). Additionally, we didn’t have to worry about the occasional Bluetooth packet (bundles of information) loss that occurs when trying to transfer data from the Strap to the phone, which would cause retries in transmission or signal interruptions in our processing algorithms.
A WHOOP hardware engineer in action.
Porting the algorithm to the Strap was no easy feat–mobile devices have significantly more computational resources available to make it happen. But after months and months of effort we were able to get the algorithm to successfully run on the Strap itself, and in an acceptable time frame.
In addition to moving the algorithm, we undertook an extensive rebuild of the electronics as well. Gen 3 includes newer and more power-efficient components, like the microcontroller (similar in function to your computer’s processor) and accelerometer.
The combination of all of these things allowed us to increase the battery life from just under two days for Gen 2, to five days for Gen 3.
The mechanical structure of Gen 3 has also been upgraded. The casing and band attachment buckle have been strengthened, which will improve the physical durability of the Strap. Various other enhancements have also been made to enable a better manufacturing process for the Gen 3.",5/30/19
ted-king-cyclist-gravel-racing,How WHOOP Makes Me a Better Cyclist (Without Being a Pro),"The sport of cycling is steeped in tradition. For example, it’s rumored that mushrooms are little caloric furnaces and you’ll quickly shed weight by adding them to your meals. And while shaved legs are the norm, it’s suggested to not reach for the razor the day before a race because that causes microscopic damage which saps valuable energy from your body that would otherwise be put towards competition.
The stories passed down through generations will make you laugh, or just scratch your head.
## Marginal Gains
One of the most hot-button cycling terms over the past decade is “marginal gains.” Riders spend enormous resources to shave fractions of a second off their time in the wind tunnel, they go to great lengths to find the fastest clothing material or the speediest sock height, and they break valuable sponsor obligations to use the most aerodynamically slippery equipment.
I raced professionally for 10 years, from 2006 through 2015. I tackled the world’s biggest races from the Tour de France to the Giro d’Italia, the hallowed northern classics, and the world championships.
Half a dozen years prior, I got into cycling for the simple sake of fun. Sure, it became therapeutic – it was my recreation and motivation, it was my friend group and as competitive as I wanted – but fun was at the foundation.
Moving up through the ranks from amateur to high-level professional, like any sport it takes on a much more serious tone. So long as there’s a bottom line or money being exchanged, it seems there are never-ending lengths to be taken to be better.
My time in professional cycling saw the creation of the mighty Team Sky, the New York Yankees of bike racing with their bottomless budget and knack to win. Moreover, they were the first cycling team that really capitalized on marginal gains while others were still steeped in tradition.",5/21/21
ted-king-cyclist-gravel-racing,How WHOOP Makes Me a Better Cyclist (Without Being a Pro),"WHOOP, Micro and Macro
Without question, I would have been a better professional cyclist had WHOOP been available a decade prior during my career. The hyper acute side of professional cycling now capitalizes on marginal gains–the micro.
Meanwhile WHOOP also points out the macro gains to which we are otherwise blind. Now as I’m up to my eyes in family life, parenting, owning a business, coaching, and lots of time riding and racing my gravel bike, I use my WHOOP every single day so that I’m still up to perform the best I can.
Let’s take a busy April 27 for example. We’re lucky that our one-year-old daughter sleeps well, so recognizing the value of quality sleep for Mom and Dad means we try to log a lot too. I recorded a 100% sleep performance (9:04 in bed resulting in 8:19 sleep) the night prior giving me a 78% recovery going into the day.
A 100% sleep performance and a green WHOOP recovery leading into a very busy day.
While I’m a firm believer in the expression green means go, I also had a wildly busy day behind a computer screen, so I wasn’t able to get out until late in the day. Just before 3pm, I logged a quick hard outdoor riding session where I attempted a KOM (an acronym for “King of the Mountain,” which represents the fastest known recorded time on a particular, popular segment of road) and landed a decent third–coincidentally behind two other former World Tour professionals (13.0 strain).
Next, with an emphasis on efficiency, I hopped aboard my trainer and did some high intensity training in the indoor pain cave (13.6 strain). After that, I took advantage of some spectacular spring weather by loading up our daughter and riding to Taco Tuesday with my wife and some friends (5.9 strain), making it three bike sessions in the course of four hours, culminating in a hefty 18.2 day stain.
Ted’s heart rate data over the course of a day tracked by WHOOP, including sleep and strain from 3 cycling activities.",5/21/21
ted-king-cyclist-gravel-racing,How WHOOP Makes Me a Better Cyclist (Without Being a Pro),"My “Retirement” From Pro Cycling
Fast-forward to 2016 and my first year of “retirement.” I was 32 years old – not old, but certainly not young for the sport – and I consciously chose to step away for a variety of reasons, but right up at the top was that I still loved cycling and I didn’t want that to change. I could see it getting ever more acute, more sacrifices needing to be made, and to what end. I’d seen friends and former teammates end their careers and spitefully never ride a bike again. I didn’t want that to be me.
Cycling can become robotic as it rewards a powerful strength-to-weight ratio, so there’s a forever chase to be leaner. Eating disorders are common, especially on traditional teams. It was only towards the end of my time in cycling that sports nutritionists were suggesting to fuel amply with a variety of healthful foods rather than just mountains of pasta.
Please let me make a confession: I love beer. I also love food. As much as I embraced the process, trained and worked hard to earn that sinewy 5% body fat, I came to a point that I’d achieved everything I wanted in European cycling, and frankly I wanted to start enjoying life more and enjoying time on my bike again.
Unlike football which fans watch on TV once per week, one of the coolest aspects of cycling is its tangibility. Anyone with a bike can ride the same climbs or join pros on training rides… for as long as they can hang on! For all the good that NFL and NBA stars provide, I’m not aware of their daily public workouts and shoot-arounds.",5/21/21
ted-king-cyclist-gravel-racing,How WHOOP Makes Me a Better Cyclist (Without Being a Pro),"Following that jam-packed afternoon, in addition to a couple cervezas, it’s no surprise that the next day I wasn’t deep in the green, but only 51% recovered.
That’s what I value so highly about WHOOP for everyone, from top-tier pros to fledgling amateurs–it learns you and teaches you where to optimize. Amid the busy life of a World Tour cyclist, we move overseas to train and race, and in doing so, forego birthdays, weddings, and celebrations of all kinds.
So, back to a normal reality where I can enjoy these occasions, on Friday afternoon, April 9, we headed off to a friend’s outdoor birthday get-together. It was terrifically fun, the afternoon ran into the evening later than expected and the libations were plentiful. I knew I had a group ride planned very early the next day and was expecting to be deep in the red and not feeling my best on Saturday morning when the 4:30 am alarm went off.
To my surprise, however, I registered a 91% recovery.
The overview screen in Ted’s WHOOP app, showing a 91% recovery and 20.0 day strain following a below-average night of sleep.
Deciding to believe my WHOOP over how I thought I should feel, I was able to go out and really turn the screws to the group, and even set some PRs along the way. The data insights enabled me to push myself and perform at my best when my instincts would’ve told me otherwise.
For me, it’s among the masses that WHOOP returns the highest value because amateur athletes and everyday go-getters are not hellbent on earning those microscopic, marginal gains. Instead we can look for the macro – the big differences to be made – to make you a better you.",5/21/21
ted-king-cyclist-gravel-racing,How WHOOP Makes Me a Better Cyclist (Without Being a Pro),"Gravel Racing
Furthermore, enter the booming aspect of gravel cycling which is a recent and wildly popular side of the sport. Gravel is incredibly tangible and is purposefully catered to the masses. If you want to hammer and race, there’s room for that, and if you’re entirely new to riding a bike, you’re eagerly welcomed to the sport too–and certainly won’t be the only one in those (cycling) shoes.
Safely away from cars and traffic, it’s about getting down and dirty, but having a really good time. And most notably, you wrap up events or with a beer or tasty meal, rehashing the day’s adventure with your friends and cycling community.
In short, gravel is fun. And with an ever-growing list of things that I was missing while racing and living a life of austerity, the timing at which I chose to step away from World Tour racing was perfect because I could embrace this nascent sport of gravel starting in 2016. Gravel is all about the fun, the beer, the food, the friends, the community.",5/21/21
ted-king-data-1000-mile-bikepack-race,"Physiological Data of Winning a 1,000-Mile Bikepack Race in Under 5 Days","Fighting to the Finish
After a predictable dip in heart rate variability when the race began (from 103 to 68 to 33), Ted’s HRV actually rose significantly towards the finish. In his words, “From what I gather, that’s the chronic effect of being at that high-endurance limit for days on end. I’m not recovered, I’m so completely smashed, my heart just found a new level of always being sluggish.”
Per our VP of Data Science and Research Emily Capodilupo, “That can happen in those types of situations, your sympathetic system crashes so you get high HRV for the ‘wrong’ reason.”
Following a 6-hour sleep on what Ted thought would be his final night of the race, his last day of riding proved more difficult than expected. Knowing he wanted to break the record, he pushed on, “all day Wednesday into the wee hours Thursday morning. I took a pair of 15-minute naps in the final 4 hours, basically I just pulled off the road for a quick micro recharge.”
Closing in on the finish line in Fayetteville Town Square at 2:20 am.",11/23/20
ted-king-data-1000-mile-bikepack-race,"Physiological Data of Winning a 1,000-Mile Bikepack Race in Under 5 Days","Post-Race Recovery (or Lack of)
“I still don’t have much feeling in my fingers and very limited strength in my hands, which is as frustrating as it is scary. I’m working with some physical therapists and medical professionals to crack that code, but it seems that this is fairly standard in bikepacking,” Ted noted almost a week after the race concluded. Not from the cold specifically, but from “pinched, aggravated nerves after being on the bike for so long.”
Two weeks afterwards, his recoveries still hadn’t returned to normal. “Even with relatively low exertion the past 10 days, I’m still in the yellow and red,” Ted pointed out. “A sign that I’m still destroyed from what I put my body through.”
Also worth mentioning, Ted’s in-race fueling probably didn’t do much for his long-term recovery. Given the nature of the race, his body needed quick bursts of energy however it could get them. Notable items included Reese’s Pieces, diner eggs and hashbrowns, a Quarter Pounder with cheese and Werther’s Original candies.
“You’re not really eating the right food when you’re getting it at a gas station,” he joked.
Photo Credits: Kai Caddy, @kaicaddy on Instagram
Watch: Ted King – Know Yourself with WHOOP",11/23/20
ted-king-data-1000-mile-bikepack-race,"Physiological Data of Winning a 1,000-Mile Bikepack Race in Under 5 Days","Challenges of Ultra-Endurance Bikepack Racing
Simply put, bikepacking is what you get when you combine long-distance cycling (on or off road) with camping. “You have to be completely self-sufficient in the middle of nowhere,” Ted explained, and have everything you need for the race with you on the bike.
“It took a lot of homework,” he added, noting the time he spent researching on Google Maps and making phone calls to find out where along the way he could eat, sleep and grab an occasional shower. “It’s not necessarily the most hygienic thing, because you’re carrying as little as possible and you don’t have a change of clothes.” Over the course of the 4+ nights he was racing, Ted slept briefly in a hotel, a community center, and various places along the side of the road.
“One night I was just so exhausted that I pulled over on a dirt road in the middle of the woods, set up a bivy sleeping bag and slept right there,” he said. “It got super cold at night, dropping down from the 30s to the high 20s. In my bag I had a down jacket, winter hat and a camping stove. Not everybody carries a stove, it’s an extra pound-and-a-half, but a friend of mine who does these races a lot told me ‘The one thing you want in the morning is a hot cup of coffee.’ He’s right, but unfortunately I woke up so cold I had to get moving right away, I didn’t have time to stand around and make coffee.”",11/23/20
